Unnamed: 0,Content ID,Unnamed: 2,Type,Datetime,Category,Sentiment,Score
7893,51a26a10-6973-4882-aa88-98b53978ce01,,love,2021-12-02 00:41:00,veganism,positive,65
7894,51a26a10-6973-4882-aa88-98b53978ce01,,intrigued,2020-07-10 19:43:00,veganism,positive,45
7895,51a26a10-6973-4882-aa88-98b53978ce01,,disgust,2021-02-04 23:58:00,veganism,negative,0
7898,51a26a10-6973-4882-aa88-98b53978ce01,,hate,2021-02-04 08:00:00,veganism,negative,5
7899,51a26a10-6973-4882-aa88-98b53978ce01,,dislike,2020-11-11 22:16:00,veganism,negative,10
7903,51a26a10-6973-4882-aa88-98b53978ce01,,adore,2020-12-10 08:51:00,veganism,positive,72
7904,51a26a10-6973-4882-aa88-98b53978ce01,,worried,2021-08-03 08:54:00,veganism,negative,12
7906,693b5f91-52b1-4464-916c-91adccbec996,,interested,2021-04-04 15:29:00,culture,positive,30
7909,693b5f91-52b1-4464-916c-91adccbec996,,want,2020-11-10 14:49:00,culture,positive,70
7913,693b5f91-52b1-4464-916c-91adccbec996,,like,2021-09-02 21:34:00,culture,positive,50
7914,693b5f91-52b1-4464-916c-91adccbec996,,cherish,2021-04-06 04:48:00,culture,positive,70
7921,693b5f91-52b1-4464-916c-91adccbec996,,adore,2021-08-06 13:35:00,culture,positive,72
7922,693b5f91-52b1-4464-916c-91adccbec996,,heart,2020-04-12 21:00:00,culture,positive,60
7927,693b5f91-52b1-4464-916c-91adccbec996,,adore,2021-05-03 18:07:00,culture,positive,72
7928,693b5f91-52b1-4464-916c-91adccbec996,,heart,2020-11-07 13:07:00,culture,positive,60
7930,693b5f91-52b1-4464-916c-91adccbec996,,want,2021-05-02 22:26:00,culture,positive,70
7934,693b5f91-52b1-4464-916c-91adccbec996,,want,2021-06-02 04:41:00,culture,positive,70
7936,693b5f91-52b1-4464-916c-91adccbec996,,scared,2020-09-07 03:53:00,culture,negative,15
7937,693b5f91-52b1-4464-916c-91adccbec996,,love,2020-02-07 18:53:00,culture,positive,65
7940,693b5f91-52b1-4464-916c-91adccbec996,,dislike,2020-04-07 15:38:00,culture,negative,10
7941,693b5f91-52b1-4464-916c-91adccbec996,,super love,2020-12-12 03:40:00,culture,positive,75
7942,693b5f91-52b1-4464-916c-91adccbec996,,scared,2021-07-03 17:01:00,culture,negative,15
7946,4898f7e1-1431-4e9c-a444-dbea02d58f85,,want,2021-05-06 18:01:00,food,positive,70
7947,4898f7e1-1431-4e9c-a444-dbea02d58f85,,like,2020-08-08 23:46:00,food,positive,50
7949,4898f7e1-1431-4e9c-a444-dbea02d58f85,,hate,2021-12-03 01:26:00,food,negative,5
7951,4898f7e1-1431-4e9c-a444-dbea02d58f85,,hate,2021-06-05 01:34:00,food,negative,5
7952,4898f7e1-1431-4e9c-a444-dbea02d58f85,,intrigued,2020-01-11 23:23:00,food,positive,45
7955,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,interested,2021-11-05 03:32:00,studying,positive,30
7957,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,love,2021-06-06 12:03:00,studying,positive,65
7961,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,intrigued,2021-02-01 18:34:00,studying,positive,45
7966,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,scared,2020-11-10 21:49:00,studying,negative,15
7971,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,disgust,2020-11-09 14:39:00,studying,negative,0
7973,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,indifferent,2020-04-11 12:40:00,studying,neutral,20
7975,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,intrigued,2020-10-11 15:43:00,studying,positive,45
7976,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,indifferent,2020-10-11 02:05:00,studying,neutral,20
7977,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,heart,2021-01-04 16:18:00,studying,positive,60
7981,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,adore,2021-04-06 03:07:00,studying,positive,72
7985,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,super love,2020-06-07 21:20:00,studying,positive,75
7986,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,hate,2020-10-08 22:13:00,studying,negative,5
7991,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,want,2021-04-01 20:20:00,studying,positive,70
7993,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,,interested,2021-06-04 11:07:00,studying,positive,30
7995,42afb980-6f27-40d3-962e-bff8eada090f,,disgust,2021-11-06 17:51:00,culture,negative,0
8000,42afb980-6f27-40d3-962e-bff8eada090f,,indifferent,2020-04-09 16:06:00,culture,neutral,20
8002,42afb980-6f27-40d3-962e-bff8eada090f,,hate,2021-02-03 01:02:00,culture,negative,5
8003,42afb980-6f27-40d3-962e-bff8eada090f,,want,2020-03-10 16:32:00,culture,positive,70
8005,42afb980-6f27-40d3-962e-bff8eada090f,,intrigued,2020-07-10 19:45:00,culture,positive,45
8006,42afb980-6f27-40d3-962e-bff8eada090f,,peeking,2020-02-12 11:57:00,culture,neutral,35
8008,42afb980-6f27-40d3-962e-bff8eada090f,,super love,2021-10-01 23:34:00,culture,positive,75
8009,42afb980-6f27-40d3-962e-bff8eada090f,,dislike,2021-11-03 18:11:00,culture,negative,10
8014,42afb980-6f27-40d3-962e-bff8eada090f,,cherish,2021-04-02 23:04:00,culture,positive,70
8016,42afb980-6f27-40d3-962e-bff8eada090f,,adore,2020-09-07 17:57:00,culture,positive,72
8017,42afb980-6f27-40d3-962e-bff8eada090f,,like,2021-07-06 04:35:00,culture,positive,50
8018,42afb980-6f27-40d3-962e-bff8eada090f,,like,2020-09-08 22:56:00,culture,positive,50
8019,42afb980-6f27-40d3-962e-bff8eada090f,,cherish,2021-06-05 11:26:00,culture,positive,70
8021,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,want,2021-03-06 10:39:00,education,positive,70
8029,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,intrigued,2020-08-09 01:34:00,education,positive,45
8033,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,interested,2021-08-04 01:18:00,education,positive,30
8039,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,disgust,2021-08-01 03:37:00,education,negative,0
8040,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,cherish,2020-08-12 21:11:00,education,positive,70
8041,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,hate,2021-07-05 09:44:00,education,negative,5
8048,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,super love,2020-02-11 12:47:00,education,positive,75
8050,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,love,2021-03-01 14:52:00,education,positive,65
8051,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,indifferent,2021-03-01 01:37:00,education,neutral,20
8060,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,like,2020-03-12 02:25:00,education,positive,50
8062,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,adore,2021-02-01 13:43:00,education,positive,72
8063,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,like,2020-01-09 14:36:00,education,positive,50
8064,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,,worried,2020-05-10 22:54:00,education,negative,12
8066,7dfe344f-172b-4d1d-a9a5-d63e7a097642,,like,2021-01-04 18:58:00,culture,positive,50
8073,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,indifferent,2020-04-08 05:36:00,veganism,neutral,20
8076,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,heart,2020-01-09 03:31:00,veganism,positive,60
8077,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,want,2021-04-03 11:01:00,veganism,positive,70
8078,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,dislike,2020-05-08 06:01:00,veganism,negative,10
8079,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,interested,2021-03-05 08:21:00,veganism,positive,30
8080,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,adore,2021-04-04 23:52:00,veganism,positive,72
8082,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,cherish,2020-11-12 01:27:00,veganism,positive,70
8084,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,cherish,2021-03-02 17:21:00,veganism,positive,70
8085,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,love,2021-06-03 13:00:00,veganism,positive,65
8086,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,love,2020-11-10 15:48:00,veganism,positive,65
8089,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,peeking,2020-12-07 12:14:00,veganism,neutral,35
8090,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,interested,2020-08-12 03:11:00,veganism,positive,30
8091,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,worried,2021-10-01 02:32:00,veganism,negative,12
8092,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,love,2020-09-12 00:03:00,veganism,positive,65
8093,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,like,2020-02-11 02:34:00,veganism,positive,50
8098,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,hate,2020-04-08 06:54:00,veganism,negative,5
8101,581634a6-14c7-4c0a-8c7f-34238e58cf6a,,scared,2020-06-09 03:05:00,veganism,negative,15
8107,1e773c55-ec7e-47f2-916d-98d0b778a048,,adore,2021-02-02 12:15:00,food,positive,72
8108,1e773c55-ec7e-47f2-916d-98d0b778a048,,intrigued,2020-03-08 07:35:00,food,positive,45
8113,1e773c55-ec7e-47f2-916d-98d0b778a048,,love,2021-01-03 11:04:00,food,positive,65
8114,1e773c55-ec7e-47f2-916d-98d0b778a048,,interested,2020-07-12 14:15:00,food,positive,30
8115,1e773c55-ec7e-47f2-916d-98d0b778a048,,love,2020-12-09 11:17:00,food,positive,65
8117,1e773c55-ec7e-47f2-916d-98d0b778a048,,cherish,2021-07-03 16:36:00,food,positive,70
8119,1e773c55-ec7e-47f2-916d-98d0b778a048,,love,2020-06-10 05:24:00,food,positive,65
8120,1e773c55-ec7e-47f2-916d-98d0b778a048,,interested,2021-09-02 02:32:00,food,positive,30
8122,1e773c55-ec7e-47f2-916d-98d0b778a048,,disgust,2020-07-08 07:47:00,food,negative,0
8123,1e773c55-ec7e-47f2-916d-98d0b778a048,,heart,2020-10-11 02:39:00,food,positive,60
8125,1e773c55-ec7e-47f2-916d-98d0b778a048,,disgust,2020-08-09 03:14:00,food,negative,0
8128,1e773c55-ec7e-47f2-916d-98d0b778a048,,adore,2021-01-03 23:03:00,food,positive,72
8131,1e773c55-ec7e-47f2-916d-98d0b778a048,,super love,2021-02-02 03:00:00,food,positive,75
8133,1e773c55-ec7e-47f2-916d-98d0b778a048,,adore,2020-10-12 22:30:00,food,positive,72
8134,1e773c55-ec7e-47f2-916d-98d0b778a048,,like,2020-08-12 08:15:00,food,positive,50
8137,1e773c55-ec7e-47f2-916d-98d0b778a048,,scared,2021-10-04 07:07:00,food,negative,15
8138,1e773c55-ec7e-47f2-916d-98d0b778a048,,super love,2020-07-07 03:00:00,food,positive,75
8139,1e773c55-ec7e-47f2-916d-98d0b778a048,,scared,2021-07-03 16:59:00,food,negative,15
8144,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,like,2021-12-02 18:29:00,tennis,positive,50
8145,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,intrigued,2020-03-08 06:22:00,tennis,positive,45
8146,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,hate,2020-04-12 03:18:00,tennis,negative,5
8148,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,cherish,2020-09-08 04:02:00,tennis,positive,70
8151,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,intrigued,2020-11-10 07:19:00,tennis,positive,45
8152,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,heart,2020-10-09 08:57:00,tennis,positive,60
8154,c63235b6-aad7-42ff-96ba-978e47a6c5fc,,interested,2020-05-10 14:40:00,tennis,positive,30
8158,194f1ad7-43bf-4cdd-a01b-e6947df47403,,indifferent,2020-12-10 12:08:00,tennis,neutral,20
8159,194f1ad7-43bf-4cdd-a01b-e6947df47403,,hate,2021-09-02 19:33:00,tennis,negative,5
8161,85e013ce-3474-4c9a-a4ea-7b726a29baae,,worried,2020-01-11 13:30:00,animals,negative,12
8165,85e013ce-3474-4c9a-a4ea-7b726a29baae,,adore,2021-01-03 23:32:00,animals,positive,72
8166,85e013ce-3474-4c9a-a4ea-7b726a29baae,,peeking,2021-06-06 20:05:00,animals,neutral,35
8167,85e013ce-3474-4c9a-a4ea-7b726a29baae,,like,2020-11-09 22:16:00,animals,positive,50
8171,85e013ce-3474-4c9a-a4ea-7b726a29baae,,hate,2020-06-12 03:13:00,animals,negative,5
8173,212b7926-c743-45d9-85f2-63e0e8f85208,,indifferent,2021-03-04 16:37:00,dogs,neutral,20
8177,212b7926-c743-45d9-85f2-63e0e8f85208,,heart,2020-12-08 20:11:00,dogs,positive,60
8182,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,want,2020-07-07 18:42:00,soccer,positive,70
8183,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,like,2021-12-02 10:02:00,soccer,positive,50
8185,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,intrigued,2021-08-03 12:03:00,soccer,positive,45
8186,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,interested,2021-08-06 02:46:00,soccer,positive,30
8188,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,intrigued,2021-12-05 18:45:00,soccer,positive,45
8190,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,love,2021-01-04 07:00:00,soccer,positive,65
8191,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,scared,2020-11-11 03:50:00,soccer,negative,15
8194,cb14a57b-9a8e-4694-9516-5a7d2ec41438,,hate,2020-01-08 23:47:00,soccer,negative,5
8200,9a5951a5-a36f-404e-a746-f6023c160fc0,,interested,2021-05-03 21:45:00,science,positive,30
8201,9a5951a5-a36f-404e-a746-f6023c160fc0,,cherish,2021-12-01 11:01:00,science,positive,70
8207,9a5951a5-a36f-404e-a746-f6023c160fc0,,disgust,2021-12-04 03:07:00,science,negative,0
8208,9a5951a5-a36f-404e-a746-f6023c160fc0,,peeking,2020-06-11 01:55:00,science,neutral,35
8209,9a5951a5-a36f-404e-a746-f6023c160fc0,,adore,2020-07-10 02:51:00,science,positive,72
8211,9a5951a5-a36f-404e-a746-f6023c160fc0,,interested,2021-03-01 06:58:00,science,positive,30
8213,9a5951a5-a36f-404e-a746-f6023c160fc0,,disgust,2021-08-01 05:02:00,science,negative,0
8216,9a5951a5-a36f-404e-a746-f6023c160fc0,,indifferent,2021-12-03 18:57:00,science,neutral,20
8219,9a5951a5-a36f-404e-a746-f6023c160fc0,,want,2020-03-09 23:56:00,science,positive,70
8220,9a5951a5-a36f-404e-a746-f6023c160fc0,,hate,2020-05-07 17:10:00,science,negative,5
8221,9a5951a5-a36f-404e-a746-f6023c160fc0,,scared,2020-02-09 16:14:00,science,negative,15
8230,9a5951a5-a36f-404e-a746-f6023c160fc0,,like,2021-02-06 11:07:00,science,positive,50
8232,9a5951a5-a36f-404e-a746-f6023c160fc0,,like,2021-11-05 14:42:00,science,positive,50
8234,9a5951a5-a36f-404e-a746-f6023c160fc0,,dislike,2021-10-05 01:41:00,science,negative,10
8237,9a5951a5-a36f-404e-a746-f6023c160fc0,,adore,2021-04-01 09:20:00,science,positive,72
8238,9a5951a5-a36f-404e-a746-f6023c160fc0,,dislike,2021-02-04 15:45:00,science,negative,10
8239,9a5951a5-a36f-404e-a746-f6023c160fc0,,worried,2021-06-01 01:32:00,science,negative,12
8240,9a5951a5-a36f-404e-a746-f6023c160fc0,,cherish,2020-06-11 14:39:00,science,positive,70
8243,9a5951a5-a36f-404e-a746-f6023c160fc0,,heart,2020-03-12 15:43:00,science,positive,60
8244,9a5951a5-a36f-404e-a746-f6023c160fc0,,intrigued,2020-02-12 09:03:00,science,positive,45
8245,9a5951a5-a36f-404e-a746-f6023c160fc0,,indifferent,2021-03-04 03:49:00,science,neutral,20
8249,26ea4466-0d88-482a-afab-e502beb4a316,,dislike,2020-05-12 02:24:00,Fitness,negative,10
8255,26ea4466-0d88-482a-afab-e502beb4a316,,super love,2021-12-06 09:52:00,Fitness,positive,75
8260,26ea4466-0d88-482a-afab-e502beb4a316,,dislike,2020-09-10 08:25:00,Fitness,negative,10
8261,26ea4466-0d88-482a-afab-e502beb4a316,,scared,2021-04-05 00:34:00,Fitness,negative,15
8265,26ea4466-0d88-482a-afab-e502beb4a316,,dislike,2020-01-11 23:15:00,Fitness,negative,10
8266,26ea4466-0d88-482a-afab-e502beb4a316,,intrigued,2021-01-04 23:43:00,Fitness,positive,45
8268,26ea4466-0d88-482a-afab-e502beb4a316,,dislike,2020-03-08 19:50:00,Fitness,negative,10
8269,26ea4466-0d88-482a-afab-e502beb4a316,,disgust,2020-04-10 22:32:00,Fitness,negative,0
8271,26ea4466-0d88-482a-afab-e502beb4a316,,heart,2021-10-06 23:46:00,Fitness,positive,60
8272,26ea4466-0d88-482a-afab-e502beb4a316,,hate,2021-12-01 07:27:00,Fitness,negative,5
8273,26ea4466-0d88-482a-afab-e502beb4a316,,indifferent,2020-08-07 04:46:00,Fitness,neutral,20
8277,26ea4466-0d88-482a-afab-e502beb4a316,,super love,2021-02-04 21:12:00,Fitness,positive,75
8280,26ea4466-0d88-482a-afab-e502beb4a316,,like,2021-11-04 07:36:00,Fitness,positive,50
8282,26ea4466-0d88-482a-afab-e502beb4a316,,interested,2021-08-01 20:26:00,Fitness,positive,30
8283,26ea4466-0d88-482a-afab-e502beb4a316,,love,2021-05-04 17:39:00,Fitness,positive,65
8284,26ea4466-0d88-482a-afab-e502beb4a316,,scared,2020-12-11 19:48:00,Fitness,negative,15
8287,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,intrigued,2020-01-07 03:26:00,tennis,positive,45
8290,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,like,2020-12-09 04:07:00,tennis,positive,50
8292,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,adore,2020-10-12 03:03:00,tennis,positive,72
8296,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,interested,2020-05-09 02:47:00,tennis,positive,30
8298,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,worried,2021-11-03 11:50:00,tennis,negative,12
8299,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,adore,2021-12-03 08:49:00,tennis,positive,72
8305,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,indifferent,2021-08-01 06:49:00,tennis,neutral,20
8307,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,indifferent,2020-04-09 20:43:00,tennis,neutral,20
8309,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,hate,2021-11-05 08:27:00,tennis,negative,5
8311,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,disgust,2020-02-12 06:02:00,tennis,negative,0
8312,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,like,2020-06-11 14:48:00,tennis,positive,50
8322,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,peeking,2021-11-01 07:29:00,tennis,neutral,35
8323,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,want,2021-03-02 15:52:00,tennis,positive,70
8326,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,indifferent,2020-01-11 00:55:00,tennis,neutral,20
8327,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,,adore,2021-07-03 17:41:00,tennis,positive,72
8332,b81f446e-be9b-4fff-8faf-7732c6306c75,,peeking,2020-09-07 19:40:00,cooking,neutral,35
8333,b81f446e-be9b-4fff-8faf-7732c6306c75,,want,2020-05-12 13:32:00,cooking,positive,70
8338,b81f446e-be9b-4fff-8faf-7732c6306c75,,cherish,2020-03-12 00:38:00,cooking,positive,70
8341,b81f446e-be9b-4fff-8faf-7732c6306c75,,cherish,2021-06-06 03:49:00,cooking,positive,70
8343,b81f446e-be9b-4fff-8faf-7732c6306c75,,peeking,2020-05-08 16:09:00,cooking,neutral,35
8344,b81f446e-be9b-4fff-8faf-7732c6306c75,,disgust,2021-05-04 23:55:00,cooking,negative,0
8347,b81f446e-be9b-4fff-8faf-7732c6306c75,,heart,2020-10-11 11:50:00,cooking,positive,60
8349,b81f446e-be9b-4fff-8faf-7732c6306c75,,adore,2021-10-06 10:50:00,cooking,positive,72
8350,b81f446e-be9b-4fff-8faf-7732c6306c75,,hate,2021-01-05 03:45:00,cooking,negative,5
8351,b81f446e-be9b-4fff-8faf-7732c6306c75,,love,2021-11-01 11:55:00,cooking,positive,65
8354,b81f446e-be9b-4fff-8faf-7732c6306c75,,heart,2020-12-10 09:15:00,cooking,positive,60
8357,b81f446e-be9b-4fff-8faf-7732c6306c75,,heart,2020-08-09 15:07:00,cooking,positive,60
8358,b81f446e-be9b-4fff-8faf-7732c6306c75,,intrigued,2020-07-12 15:42:00,cooking,positive,45
8360,b81f446e-be9b-4fff-8faf-7732c6306c75,,adore,2021-01-05 11:47:00,cooking,positive,72
8365,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,,indifferent,2021-04-04 16:41:00,public speaking,neutral,20
8366,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,,intrigued,2020-04-07 13:49:00,public speaking,positive,45
8367,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,,adore,2021-08-04 07:26:00,public speaking,positive,72
8368,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,,scared,2021-01-03 11:36:00,public speaking,negative,15
8369,d72ea14e-16fb-4e2d-acf1-59a29dfa21df,,love,2020-12-09 05:06:00,public speaking,positive,65
8376,a059c110-6fab-4a4f-9482-eaf2c269911e,,peeking,2021-03-06 10:22:00,food,neutral,35
8377,a059c110-6fab-4a4f-9482-eaf2c269911e,,super love,2020-04-10 23:45:00,food,positive,75
8378,a059c110-6fab-4a4f-9482-eaf2c269911e,,indifferent,2020-05-09 15:55:00,food,neutral,20
8379,a059c110-6fab-4a4f-9482-eaf2c269911e,,want,2021-05-06 15:48:00,food,positive,70
8380,a059c110-6fab-4a4f-9482-eaf2c269911e,,hate,2021-05-05 17:47:00,food,negative,5
8381,a059c110-6fab-4a4f-9482-eaf2c269911e,,interested,2020-10-08 03:58:00,food,positive,30
8382,a059c110-6fab-4a4f-9482-eaf2c269911e,,scared,2021-04-02 06:28:00,food,negative,15
8383,a059c110-6fab-4a4f-9482-eaf2c269911e,,super love,2021-11-05 16:08:00,food,positive,75
8385,a059c110-6fab-4a4f-9482-eaf2c269911e,,hate,2021-01-03 23:38:00,food,negative,5
8390,a059c110-6fab-4a4f-9482-eaf2c269911e,,heart,2020-09-08 10:37:00,food,positive,60
8391,a059c110-6fab-4a4f-9482-eaf2c269911e,,want,2021-03-03 15:08:00,food,positive,70
8393,a059c110-6fab-4a4f-9482-eaf2c269911e,,interested,2020-03-08 10:10:00,food,positive,30
8398,a059c110-6fab-4a4f-9482-eaf2c269911e,,interested,2020-03-12 06:17:00,food,positive,30
8400,a059c110-6fab-4a4f-9482-eaf2c269911e,,love,2020-03-09 02:38:00,food,positive,65
8402,a059c110-6fab-4a4f-9482-eaf2c269911e,,dislike,2020-02-08 02:08:00,food,negative,10
8407,a059c110-6fab-4a4f-9482-eaf2c269911e,,worried,2020-03-07 14:35:00,food,negative,12
8411,a059c110-6fab-4a4f-9482-eaf2c269911e,,hate,2021-07-05 12:50:00,food,negative,5
8413,a059c110-6fab-4a4f-9482-eaf2c269911e,,super love,2020-04-08 22:16:00,food,positive,75
8415,a059c110-6fab-4a4f-9482-eaf2c269911e,,indifferent,2021-05-01 19:26:00,food,neutral,20
8416,a059c110-6fab-4a4f-9482-eaf2c269911e,,indifferent,2021-03-05 14:45:00,food,neutral,20
8425,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,hate,2020-12-12 04:37:00,fitness,negative,5
8426,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,love,2020-03-10 19:43:00,fitness,positive,65
8429,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,adore,2021-12-01 13:26:00,fitness,positive,72
8431,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,disgust,2021-08-05 04:11:00,fitness,negative,0
8432,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,love,2021-03-02 12:40:00,fitness,positive,65
8434,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,peeking,2021-08-04 02:36:00,fitness,neutral,35
8435,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,love,2020-04-12 14:05:00,fitness,positive,65
8436,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,scared,2021-10-04 23:33:00,fitness,negative,15
8438,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,super love,2021-09-06 17:51:00,fitness,positive,75
8443,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,like,2020-05-12 18:55:00,fitness,positive,50
8444,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,dislike,2021-01-01 06:18:00,fitness,negative,10
8447,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,indifferent,2020-04-09 11:26:00,fitness,neutral,20
8448,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,worried,2021-06-03 22:58:00,fitness,negative,12
8449,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,cherish,2021-02-02 09:52:00,fitness,positive,70
8452,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,interested,2021-05-05 05:39:00,fitness,positive,30
8453,b90bb1f2-9dbf-4802-a0e2-103dac50d272,,scared,2021-12-01 18:17:00,fitness,negative,15
8457,31f3802a-fe3d-441c-8732-102bd39f6db5,,scared,2021-04-02 16:38:00,science,negative,15
8458,31f3802a-fe3d-441c-8732-102bd39f6db5,,dislike,2020-05-08 15:40:00,science,negative,10
8461,4b582733-141e-488f-8d02-3c4b149815a5,,disgust,2021-03-01 01:25:00,fitness,negative,0
8466,4b582733-141e-488f-8d02-3c4b149815a5,,intrigued,2021-09-03 17:59:00,fitness,positive,45
8470,4e659bd8-44b6-41a3-893c-c528474a29c9,,indifferent,2021-11-01 09:36:00,education,neutral,20
8473,4e659bd8-44b6-41a3-893c-c528474a29c9,,cherish,2020-09-07 11:55:00,education,positive,70
8481,4e659bd8-44b6-41a3-893c-c528474a29c9,,cherish,2021-12-04 17:55:00,education,positive,70
8482,4e659bd8-44b6-41a3-893c-c528474a29c9,,interested,2020-09-11 23:22:00,education,positive,30
8483,4e659bd8-44b6-41a3-893c-c528474a29c9,,intrigued,2020-01-10 11:48:00,education,positive,45
8485,4e659bd8-44b6-41a3-893c-c528474a29c9,,intrigued,2020-03-09 16:51:00,education,positive,45
8488,4e659bd8-44b6-41a3-893c-c528474a29c9,,disgust,2021-06-02 14:01:00,education,negative,0
8491,4e659bd8-44b6-41a3-893c-c528474a29c9,,intrigued,2021-12-01 07:10:00,education,positive,45
8492,4e659bd8-44b6-41a3-893c-c528474a29c9,,cherish,2021-03-06 00:03:00,education,positive,70
8494,4e659bd8-44b6-41a3-893c-c528474a29c9,,peeking,2020-10-10 22:29:00,education,neutral,35
8497,8866b759-c55c-4fd3-9753-8a69265c481e,,like,2021-02-02 03:50:00,science,positive,50
8501,8866b759-c55c-4fd3-9753-8a69265c481e,,like,2020-07-10 14:51:00,science,positive,50
8503,8866b759-c55c-4fd3-9753-8a69265c481e,,interested,2020-07-10 19:58:00,science,positive,30
8504,8866b759-c55c-4fd3-9753-8a69265c481e,,like,2021-05-06 16:58:00,science,positive,50
8505,8866b759-c55c-4fd3-9753-8a69265c481e,,want,2021-09-05 01:04:00,science,positive,70
